university_code,university_name,country,province_state,city,building_number,street,postal_code,website,type,language,established
VITERBO,Viterbo University,USA,WI,La Crosse,900,Viterbo Dr,54601,viterbo.edu,Private,English,1890
WISCONSIN_LUTHERAN,Wisconsin Lutheran College,USA,WI,Milwaukee,8800,West Bluemound Rd,53226,wlc.edu,Private,English,1973
ALVERNO,Alverno College,USA,WI,Milwaukee,3400,South 43rd St,53234,alverno.edu,Private,English,1887
CARDINAL_STRITCH,Cardinal Stritch University,USA,WI,Milwaukee,6801,North Yates Rd,53217,stritch.edu,Private,English,1937
CONCORDIA_MEQUON,Concordia University Wisconsin,USA,WI,Mequon,12800,North Lake Shore Dr,53097,cuw.edu,Private,English,1881
UW_EAU_CLAIRE,University of Wisconsin-Eau Claire,USA,WI,Eau Claire,105,Garfield Ave,54702,uwec.edu,Public,English,1916
UW_GREEN_BAY,University of Wisconsin-Green Bay,USA,WI,Green Bay,2420,Nicolet Dr,54311,uwgb.edu,Public,English,1965
UW_LA_CROSSE,University of Wisconsin-La Crosse,USA,WI,La Crosse,1725,State St,54601,uwlax.edu,Public,English,1909
UW_MILWAUKEE,University of Wisconsin-Milwaukee,USA,WI,Milwaukee,2200,East Kenwood Blvd,53211,uwm.edu,Public,English,1956
UW_OSHKOSH,University of Wisconsin-Oshkosh,USA,WI,Oshkosh,800,Algoma Blvd,54901,uwosh.edu,Public,English,1871
UW_PARKSIDE,University of Wisconsin-Parkside,USA,WI,Kenosha,900,Wood Rd,53141,uwp.edu,Public,English,1968
UW_PLATTEVILLE,University of Wisconsin-Platteville,USA,WI,Platteville,1,University Plaza,53818,uwplatt.edu,Public,English,1866
UW_RIVER_FALLS,University of Wisconsin-River Falls,USA,WI,River Falls,410,South 3rd St,54022,uwrf.edu,Public,English,1874
UW_STEVENS_POINT,University of Wisconsin-Stevens Point,USA,WI,Stevens Point,2100,Main St,54481,uwsp.edu,Public,English,1894
UW_STOUT,University of Wisconsin-Stout,USA,WI,Menomonie,1,Clocktower Plaza,54751,uwstout.edu,Public,English,1891
UW_SUPERIOR,University of Wisconsin-Superior,USA,WI,Superior,1800,Grand Ave,54880,uwsuper.edu,Public,English,1893
UW_WHITEWATER,University of Wisconsin-Whitewater,USA,WI,Whitewater,800,West Main St,53190,uww.edu,Public,English,1868
AUGUSTA,Augustana College,USA,IL,Rock Island,639,38th St,61201,augustana.edu,Private,English,1860
BRADLEY,Bradley University,USA,IL,Peoria,1501,West Bradley Ave,61625,bradley.edu,Private,English,1897
CHICAGO_LOYOLA,Loyola University Chicago,USA,IL,Chicago,1032,West Sheridan Rd,60660,luc.edu,Private,English,1870
DOMINICAN,Dominican University,USA,IL,River Forest,7900,West Division St,60305,dom.edu,Private,English,1901
ELMHURST,Elmhurst University,USA,IL,Elmhurst,190,South Prospect Ave,60126,elmhurst.edu,Private,English,1871
EUREKA,Eureka College,USA,IL,Eureka,300,East College Ave,61530,eureka.edu,Private,English,1855
GREENVILLE,Greenville University,USA,IL,Greenville,315,East College Ave,62246,greenville.edu,Private,English,1892
ILLINOIS_COLLEGE,Illinois College,USA,IL,Jacksonville,1101,West College Ave,62650,ic.edu,Private,English,1829
ILLINOIS_WESLEYAN,Illinois Wesleyan University,USA,IL,Bloomington,1312,Park St,61701,iwu.edu,Private,English,1850
JUDSON,Judson University,USA,IL,Elgin,1151,North State St,60123,judsonu.edu,Private,English,1963
LAKE_FOREST_IL,Lake Forest College,USA,IL,Lake Forest,555,North Sheridan Rd,60045,lakeforest.edu,Private,English,1857
LEWIS,Lewis University,USA,IL,Romeoville,1,University Pkwy,60446,lewisu.edu,Private,English,1932
MILLIKIN,Millikin University,USA,IL,Decatur,1184,West Main St,62522,millikin.edu,Private,English,1901
MONMOUTH,Monmouth College,USA,IL,Monmouth,700,East Broadway,61462,monmouthcollege.edu,Private,English,1853
NORTH_CENTRAL,North Central College,USA,IL,Naperville,30,North Brainard St,60540,northcentralcollege.edu,Private,English,1861
NORTH_PARK,North Park University,USA,IL,Chicago,3225,West Foster Ave,60625,northpark.edu,Private,English,1891
OLIVET_NAZARENE,Olivet Nazarene University,USA,IL,Bourbonnais,1,University Ave,60914,olivet.edu,Private,English,1907
PRINCIPIA,Principia College,USA,IL,Elsah,1,Maybeck Pl,62028,principia.edu,Private,English,1910
QUINCY,Quincy University,USA,IL,Quincy,1800,College Ave,62301,quincy.edu,Private,English,1860
ROCKFORD,Rockford University,USA,IL,Rockford,5050,East State St,61108,rockford.edu,Private,English,1847
ROOSEVELT,Roosevelt University,USA,IL,Chicago,430,South Michigan Ave,60605,roosevelt.edu,Private,English,1945
SAINT_XAVIER,Saint Xavier University,USA,IL,Chicago,3700,West 103rd St,60655,sxu.edu,Private,English,1846
TRINITY_CHRISTIAN,Trinity Christian College,USA,IL,Palos Heights,6601,West College Dr,60463,trnty.edu,Private,English,1959
TRINITY_INTERNATIONAL,Trinity International University,USA,IL,Deerfield,2065,Half Day Rd,60015,tiu.edu,Private,English,1897
WHEATON,Wheaton College,USA,IL,Wheaton,501,College Ave,60187,wheaton.edu,Private,English,1860
FRESNO_PACIFIC,Fresno Pacific University,USA,CA,Fresno,1717,South Chestnut Ave,93702,fresno.edu,Private,English,1944
LOYOLA_MARYMOUNT,Loyola Marymount University,USA,CA,Los Angeles,1,LMU Dr,90045,lmu.edu,Private,English,1911
OCCIDENTAL,Occidental College,USA,CA,Los Angeles,1600,Campus Rd,90041,oxy.edu,Private,English,1887
PEPPERDINE,Pepperdine University,USA,CA,Malibu,24255,Pacific Coast Hwy,90263,pepperdine.edu,Private,English,1937
POMONA,Pomona College,USA,CA,Claremont,333,North College Way,91711,pomona.edu,Private,English,1887
USC,University of Southern California,USA,CA,Los Angeles,3551,Trousdale Pkwy,90089,usc.edu,Private,English,1880
CLAREMONT_MCKENNA,Claremont McKenna College,USA,CA,Claremont,888,Columbia Ave,91711,cmc.edu,Private,English,1946
HARVEY_MUDD,Harvey Mudd College,USA,CA,Claremont,301,Platt Blvd,91711,hmc.edu,Private,English,1955
SCRIPPS,Scripps College,USA,CA,Claremont,1030,Columbia Ave,91711,scrippscollege.edu,Private,English,1926
CLAREMONT_GRADUATE,Claremont Graduate University,USA,CA,Claremont,150,East 10th St,91711,cgu.edu,Private,English,1925
AZUSA_PACIFIC,Azusa Pacific University,USA,CA,Azusa,901,East Alosta Ave,91702,apu.edu,Private,English,1899
BIOLA,Biola University,USA,CA,La Mirada,13800,Biola Ave,90639,biola.edu,Private,English,1908
CHAPMAN,Chapman University,USA,CA,Orange,1,University Dr,92866,chapman.edu,Private,English,1861
DOMINICAN_CA,Dominican University of California,USA,CA,San Rafael,50,Acacia Ave,94901,dominican.edu,Private,English,1890
GOLDEN_GATE,Golden Gate University,USA,CA,San Francisco,536,Mission St,94105,ggu.edu,Private,English,1901
HOLY_NAMES,Holy Names University,USA,CA,Oakland,3500,Mountain Blvd,94619,hnu.edu,Private,English,1868
HUMPHREYS,Humphreys University,USA,CA,Stockton,6650,Inglewood Ave,95207,humphreys.edu,Private,English,1896
LA_SIERRA,La Sierra University,USA,CA,Riverside,4500,Riverwalk Pkwy,92515,lasierra.edu,Private,English,1922
LOMA_LINDA,Loma Linda University,USA,CA,Loma Linda,11139,Anderson St,92350,llu.edu,Private,English,1905
LOYOLA_LAW,Loyola Law School,USA,CA,Los Angeles,919,Albany St,90015,lls.edu,Private,English,1920
MARYMOUNT_CA,Marymount California University,USA,CA,Rancho Palos Verdes,30800,Palos Verdes Dr East,90275,marymountcalifornia.edu,Private,English,1968
MILLS,Mills College,USA,CA,Oakland,5000,MacArthur Blvd,94613,mills.edu,Private,English,1852
MOUNT_SAINT_MARYS_CA,Mount Saint Mary's University,USA,CA,Los Angeles,12001,Chalon Rd,90049,msmu.edu,Private,English,1925
NOTRE_DAME_DE_NAMUR,Notre Dame de Namur University,USA,CA,Belmont,1500,Ralston Ave,94002,ndnu.edu,Private,English,1851
PACIFIC_UNION,Pacific Union College,USA,CA,Angwin,1,Angwin Ave,94508,puc.edu,Private,English,1882
PATTEN,Patten University,USA,CA,Oakland,2433,Coolidge Ave,94601,patten.edu,Private,English,1944
POINT_LOMA_NAZARENE,Point Loma Nazarene University,USA,CA,San Diego,3900,Lomaland Dr,92106,pointloma.edu,Private,English,1902
SAINT_MARYS_CA,Saint Mary's College of California,USA,CA,Moraga,1928,Saint Mary's Rd,94575,stmarys-ca.edu,Private,English,1863
SAN_FRANCISCO,University of San Francisco,USA,CA,San Francisco,2130,Fulton St,94117,usfca.edu,Private,English,1855
SANTA_CLARA,Santa Clara University,USA,CA,Santa Clara,500,El Camino Real,95053,scu.edu,Private,English,1851
SIMPSON_CA,Simpson University,USA,CA,Redding,2211,College View Dr,96003,simpsonu.edu,Private,English,1921
THOMAS_AQUINAS,Thomas Aquinas College,USA,CA,Santa Paula,10000,Ojai Rd,93060,thomasaquinas.edu,Private,English,1971
UNIVERSITY_REDLANDS,University of Redlands,USA,CA,Redlands,1200,East Colton Ave,92373,redlands.edu,Private,English,1907
VANGUARD,Vanguard University,USA,CA,Costa Mesa,55,Fair Dr,92626,vanguard.edu,Private,English,1920
WESTMONT,Westmont College,USA,CA,Santa Barbara,955,La Paz Rd,93108,westmont.edu,Private,English,1937
WHITTIER,Whittier College,USA,CA,Whittier,13406,East Philadelphia St,90608,whittier.edu,Private,English,1887
WOODBURY_CA,Woodbury University,USA,CA,Burbank,7500,Glenoaks Blvd,91504,woodbury.edu,Private,English,1884
UC_DAVIS,University of California Davis,USA,CA,Davis,1,Shields Ave,95616,ucdavis.edu,Public,English,1905
UC_IRVINE,University of California Irvine,USA,CA,Irvine,1,University Dr,92697,uci.edu,Public,English,1965
UC_MERCED,University of California Merced,USA,CA,Merced,5200,North Lake Rd,95343,ucmerced.edu,Public,English,2005
UC_RIVERSIDE,University of California Riverside,USA,CA,Riverside,900,University Ave,92521,ucr.edu,Public,English,1954
UC_SAN_DIEGO,University of California San Diego,USA,CA,La Jolla,9500,Gilman Dr,92093,ucsd.edu,Public,English,1960
UC_SANTA_BARBARA,University of California Santa Barbara,USA,CA,Santa Barbara,552,University Rd,93106,ucsb.edu,Public,English,1909
UC_SANTA_CRUZ,University of California Santa Cruz,USA,CA,Santa Cruz,1156,High St,95064,ucsc.edu,Public,English,1965
CSU_BAKERSFIELD,California State University Bakersfield,USA,CA,Bakersfield,9001,Stockdale Hwy,93311,csub.edu,Public,English,1970
CSU_CHANNEL_ISLANDS,California State University Channel Islands,USA,CA,Camarillo,1,University Dr,93012,csuci.edu,Public,English,2002
CSU_CHICO,California State University Chico,USA,CA,Chico,400,West First St,95929,csuchico.edu,Public,English,1887
CSU_DOMINGUEZ_HILLS,California State University Dominguez Hills,USA,CA,Carson,1000,East Victoria St,90747,csudh.edu,Public,English,1960
CSU_EAST_BAY,California State University East Bay,USA,CA,Hayward,25800,Carlos Bee Blvd,94542,csueastbay.edu,Public,English,1957
CSU_FRESNO,California State University Fresno,USA,CA,Fresno,5241,North Maple Ave,93740,fresnostate.edu,Public,English,1911
CSU_FULLERTON,California State University Fullerton,USA,CA,Fullerton,800,North State College Blvd,92831,fullerton.edu,Public,English,1957
CSU_LONG_BEACH,California State University Long Beach,USA,CA,Long Beach,1250,Bellflower Blvd,90840,csulb.edu,Public,English,1949
CSU_LOS_ANGELES,California State University Los Angeles,USA,CA,Los Angeles,5151,State University Dr,90032,calstatela.edu,Public,English,1947
CSU_MARITIME,California State University Maritime Academy,USA,CA,Vallejo,200,Maritime Academy Dr,94590,csum.edu,Public,English,1929
CSU_MONTEREY_BAY,California State University Monterey Bay,USA,CA,Seaside,100,Campus Center,93955,csumb.edu,Public,English,1994
CSU_NORTHRIDGE,California State University Northridge,USA,CA,Northridge,18111,Nordhoff St,91330,csun.edu,Public,English,1958
CSU_POMONA,California State Polytechnic University Pomona,USA,CA,Pomona,3801,West Temple Ave,91768,cpp.edu,Public,English,1938
CSU_SACRAMENTO,California State University Sacramento,USA,CA,Sacramento,6000,J St,95819,csus.edu,Public,English,1947
CSU_SAN_BERNARDINO,California State University San Bernardino,USA,CA,San Bernardino,5500,University Pkwy,92407,csusb.edu,Public,English,1965
CSU_SAN_MARCOS,California State University San Marcos,USA,CA,San Marcos,333,South Twin Oaks Valley Rd,92096,csusm.edu,Public,English,1989
CAL_POLY_SLO,California Polytechnic State University,USA,CA,San Luis Obispo,1,Grand Ave,93407,calpoly.edu,Public,English,1901
SAN_DIEGO_STATE,San Diego State University,USA,CA,San Diego,5500,Campanile Dr,92182,sdsu.edu,Public,English,1897
SAN_FRANCISCO_STATE,San Francisco State University,USA,CA,San Francisco,1600,Holloway Ave,94132,sfsu.edu,Public,English,1899
SAN_JOSE_STATE,San Jose State University,USA,CA,San Jose,1,Washington Square,95192,sjsu.edu,Public,English,1857
SONOMA_STATE,Sonoma State University,USA,CA,Rohnert Park,1801,East Cotati Ave,94928,sonoma.edu,Public,English,1960
CSU_STANISLAUS,California State University Stanislaus,USA,CA,Turlock,1,University Cir,95382,csustan.edu,Public,English,1957
HUMBOLDT_STATE,Humboldt State University,USA,CA,Arcata,1,Harpst St,95521,humboldt.edu,Public,English,1913
UNIVERSITY_PACIFIC,University of the Pacific,USA,CA,Stockton,3601,Pacific Ave,95211,pacific.edu,Private,English,1851
ART_INSTITUTE_CA,Art Institute of California,USA,CA,San Francisco,1170,Market St,94102,artinstitutes.edu,Private,English,1939
ACADEMY_ART,Academy of Art University,USA,CA,San Francisco,79,New Montgomery St,94105,academyart.edu,Private,English,1929
CALIFORNIA_COLLEGE_ARTS,California College of the Arts,USA,CA,Oakland,5212,Broadway,94618,cca.edu,Private,English,1907
OTIS_COLLEGE,Otis College of Art and Design,USA,CA,Los Angeles,9045,Lincoln Blvd,90045,otis.edu,Private,English,1918
FASHION_INSTITUTE,Fashion Institute of Design & Merchandising,USA,CA,Los Angeles,919,South Grand Ave,90015,fidm.edu,Private,English,1969
WOODBURY_DESIGN,Woodbury University,USA,CA,Burbank,7500,Glenoaks Blvd,91504,woodbury.edu,Private,English,1884
COGSWELL,Cogswell Polytechnical College,USA,CA,San Jose,1175,Bordeaux Dr,95110,cogswell.edu,Private,English,1887
EXPRESSION,Expression College,USA,CA,Emeryville,6601,Shellmound St,94608,expression.edu,Private,English,1974
FULLER,Fuller Theological Seminary,USA,CA,Pasadena,135,North Oakland Ave,91182,fuller.edu,Private,English,1947
BETHESDA,Bethesda University,USA,CA,Anaheim,730,North Euclid St,92801,bethesdau.edu,Private,English,1976
CALIFORNIA_BAPTIST,California Baptist University,USA,CA,Riverside,8432,Magnolia Ave,92504,calbaptist.edu,Private,English,1950
CALIFORNIA_LUTHERAN,California Lutheran University,USA,CA,Thousand Oaks,60,West Olsen Rd,91360,callutheran.edu,Private,English,1959
CONCORDIA_IRVINE,Concordia University Irvine,USA,CA,Irvine,1530,Concordia West,92612,cui.edu,Private,English,1976
LIFE_PACIFIC,Life Pacific University,USA,CA,San Dimas,1100,West Covina Blvd,91773,lifepacific.edu,Private,English,1923
MASTER'S,The Master's University,USA,CA,Santa Clarita,21726,Placerita Canyon Rd,91321,masters.edu,Private,English,1927
SOUTHERN_CALIFORNIA_SEMINARY,Southern California Seminary,USA,CA,El Cajon,2075,East Madison Ave,92019,socalsem.edu,Private,English,1946
WESTCLIFF,Westcliff University,USA,CA,Irvine,4199,Campus Dr,92612,westcliff.edu,Private,English,1993
ALLIANT,Alliant International University,USA,CA,San Diego,10455,Pomerado Rd,92131,alliant.edu,Private,English,1969
ANTIOCH,Antioch University,USA,CA,Culver City,400,Corporate Pointe,90230,antioch.edu,Private,English,1852
CALIFORNIA_INSTITUTE_ARTS,California Institute of the Arts,USA,CA,Valencia,24700,McBean Pkwy,91355,calarts.edu,Private,English,1961
CALIFORNIA_INSTITUTE_INTEGRAL,California Institute of Integral Studies,USA,CA,San Francisco,1453,Mission St,94103,ciis.edu,Private,English,1968
FIELDING,Fielding Graduate University,USA,CA,Santa Barbara,2020,De la Vina St,93105,fielding.edu,Private,English,1974
JOHN_F_KENNEDY,John F. Kennedy University,USA,CA,Pleasant Hill,100,Ellinwood Way,94523,jfku.edu,Private,English,1964
MERIDIAN,Meridian University,USA,CA,Petaluma,47,Fourth St,94952,meridianuniversity.edu,Private,English,1993
PACIFIC_GRADUATE,Pacific Graduate Institute,USA,CA,Carpinteria,249,Lambert Rd,93013,pacifica.edu,Private,English,1976
SAYBROOK,Saybrook University,USA,CA,Pasadena,55,Eureka St,91103,saybrook.edu,Private,English,1971
SOFIA,Sofia University,USA,CA,Palo Alto,1069,East Meadow Cir,94303,sofia.edu,Private,English,1975
TEXAS_A&M,Texas A&M University,USA,TX,College Station,400,Bizzell St,77843,tamu.edu,Public,English,1876
TEXAS_TECH,Texas Tech University,USA,TX,Lubbock,2500,Broadway,79409,ttu.edu,Public,English,1923
UNIVERSITY_HOUSTON,University of Houston,USA,TX,Houston,4800,Calhoun Rd,77204,uh.edu,Public,English,1927
TEXAS_CHRISTIAN,Texas Christian University,USA,TX,Fort Worth,2800,South University Dr,76129,tcu.edu,Private,English,1873
SOUTHERN_METHODIST,Southern Methodist University,USA,TX,Dallas,6425,Boaz Ln,75205,smu.edu,Private,English,1911
BAYLOR,Baylor University,USA,TX,Waco,1311,South 5th St,76798,baylor.edu,Private,English,1845
TEXAS_A&M_KINGSVILLE,Texas A&M University-Kingsville,USA,TX,Kingsville,700,University Blvd,78363,tamuk.edu,Public,English,1925
TEXAS_A&M_COMMERCE,Texas A&M University-Commerce,USA,TX,Commerce,2600,West Neal St,75429,tamuc.edu,Public,English,1889
TEXAS_A&M_CORPUS_CHRISTI,Texas A&M University-Corpus Christi,USA,TX,Corpus Christi,6300,Ocean Dr,78412,tamucc.edu,Public,English,1947
TEXAS_A&M_GALVESTON,Texas A&M University at Galveston,USA,TX,Galveston,200,Seawolf Pkwy,77553,tamug.edu,Public,English,1962
TEXAS_A&M_TEXARKANA,Texas A&M University-Texarkana,USA,TX,Texarkana,7101,University Dr,75503,tamut.edu,Public,English,1971
TEXAS_STATE,Texas State University,USA,TX,San Marcos,601,University Dr,78666,txstate.edu,Public,English,1899
UNIVERSITY_NORTH_TEXAS,University of North Texas,USA,TX,Denton,1155,Union Cir,76203,unt.edu,Public,English,1890
SAM_HOUSTON_STATE,Sam Houston State University,USA,TX,Huntsville,1806,Avenue J,77341,shsu.edu,Public,English,1879
STEPHEN_F_AUSTIN,Stephen F. Austin State University,USA,TX,Nacogdoches,1936,North St,75962,sfasu.edu,Public,English,1923
LAMAR,Lamar University,USA,TX,Beaumont,4400,Martin Luther King Jr Pkwy,77710,lamar.edu,Public,English,1923
TEXAS_A&M_INTERNATIONAL,Texas A&M International University,USA,TX,Laredo,5201,University Blvd,78041,tamiu.edu,Public,English,1969
UNIVERSITY_TEXAS_ARLINGTON,University of Texas at Arlington,USA,TX,Arlington,701,South Nedderman Dr,76019,uta.edu,Public,English,1895
UNIVERSITY_TEXAS_DALLAS,University of Texas at Dallas,USA,TX,Richardson,800,West Campbell Rd,75080,utdallas.edu,Public,English,1969
UNIVERSITY_TEXAS_EL_PASO,University of Texas at El Paso,USA,TX,El Paso,500,West University Ave,79968,utep.edu,Public,English,1914
UNIVERSITY_TEXAS_RIO_GRANDE,University of Texas Rio Grande Valley,USA,TX,Edinburg,1201,West University Dr,78539,utrgv.edu,Public,English,2015
UNIVERSITY_TEXAS_SAN_ANTONIO,University of Texas at San Antonio,USA,TX,San Antonio,1,UTSA Cir,78249,utsa.edu,Public,English,1969
UNIVERSITY_TEXAS_TYLER,University of Texas at Tyler,USA,TX,Tyler,3900,University Blvd,75799,uttyler.edu,Public,English,1971
UNIVERSITY_TEXAS_PERMIAN,University of Texas Permian Basin,USA,TX,Odessa,4901,East University Blvd,79762,utpb.edu,Public,English,1973
WEST_TEXAS_A&M,West Texas A&M University,USA,TX,Canyon,2501,4th Ave,79016,wtamu.edu,Public,English,1910
MIDWESTERN_STATE,Midwestern State University,USA,TX,Wichita Falls,3410,Taft Blvd,76308,msutexas.edu,Public,English,1922
ANGELO_STATE,Angelo State University,USA,TX,San Angelo,2601,West Avenue N,76909,angelo.edu,Public,English,1928
TARLETON_STATE,Tarleton State University,USA,TX,Stephenville,1333,West Washington St,76402,tarleton.edu,Public,English,1899
SUL_ROSS_STATE,Sul Ross State University,USA,TX,Alpine,400,North Harrison St,79832,sulross.edu,Public,English,1917
TEXAS_WOMAN'S,Texas Woman's University,USA,TX,Denton,304,Administration Dr,76204,twu.edu,Public,English,1901
HOUSTON_BAPTIST,Houston Baptist University,USA,TX,Houston,7502,Fondren Rd,77074,hbu.edu,Private,English,1960
ABILENE_CHRISTIAN,Abilene Christian University,USA,TX,Abilene,1600,Campus Ct,79699,acu.edu,Private,English,1906
HARDIN_SIMMONS,Hardin-Simmons University,USA,TX,Abilene,2200,Hickory St,79698,hsutx.edu,Private,English,1891
HOWARD_PAYNE,Howard Payne University,USA,TX,Brownwood,1000,Fisk Ave,76801,hputx.edu,Private,English,1889
MCMURRY,McMurry University,USA,TX,Abilene,1400,Sayles Blvd,79697,mcm.edu,Private,English,1923
SOUTHWESTERN,Southwestern University,USA,TX,Georgetown,1001,East University Ave,78626,southwestern.edu,Private,English,1840
TRINITY_TX,Trinity University,USA,TX,San Antonio,1,Trinity Pl,78212,trinity.edu,Private,English,1869
AUSTIN_COLLEGE,Austin College,USA,TX,Sherman,900,North Grand Ave,75090,austincollege.edu,Private,English,1849
CONCORDIA_TX,Concordia University Texas,USA,TX,Austin,11400,Concordia University Dr,78726,concordia.edu,Private,English,1926
DALLAS_BAPTIST,Dallas Baptist University,USA,TX,Dallas,3000,Mountain Creek Pkwy,75211,dbu.edu,Private,English,1898
EAST_TEXAS_BAPTIST,East Texas Baptist University,USA,TX,Marshall,1209,North Grove Ave,75670,etbu.edu,Private,English,1912
HOUSTON_CHRISTIAN,Houston Christian University,USA,TX,Houston,7502,Fondren Rd,77074,hcutx.edu,Private,English,1960
LETOURNEAU,LeTourneau University,USA,TX,Longview,2100,South Mobberly Ave,75607,letu.edu,Private,English,1946
LUBBOCK_CHRISTIAN,Lubbock Christian University,USA,TX,Lubbock,5601,19th St,79407,lcu.edu,Private,English,1957
OUR_LADY_LAKE,Our Lady of the Lake University,USA,TX,San Antonio,411,Southwest 24th St,78207,ollusa.edu,Private,English,1895
RICE_UNIVERSITY,Rice University,USA,TX,Houston,6100,Main St,77005,rice.edu,Private,English,1912
SAINT_EDWARD'S,St. Edward's University,USA,TX,Austin,3001,South Congress Ave,78704,stedwards.edu,Private,English,1885
SAINT_MARY'S_TX,St. Mary's University,USA,TX,San Antonio,1,Camino Santa Maria,78228,stmarytx.edu,Private,English,1852
SCHREINER,Schreiner University,USA,TX,Kerrville,2100,Memorial Blvd,78028,schreiner.edu,Private,English,1923
SOUTHWESTERN_ASSEMBLIES,Southwestern Assemblies of God University,USA,TX,Waxahachie,1200,Sycamore St,75165,sagu.edu,Private,English,1927
TEXAS_COLLEGE,Texas College,USA,TX,Tyler,2404,North Grand Ave,75702,texascollege.edu,Private,English,1894
TEXAS_LUTHERAN,Texas Lutheran University,USA,TX,Seguin,1000,West Court St,78155,tlu.edu,Private,English,1891
TEXAS_WESLEYAN,Texas Wesleyan University,USA,TX,Fort Worth,1201,Wesleyan St,76105,txwes.edu,Private,English,1890
UNIVERSITY_DALLAS,University of Dallas,USA,TX,Irving,1845,East Northgate Dr,75062,udallas.edu,Private,English,1956
UNIVERSITY_INCARNATE_WORD,University of the Incarnate Word,USA,TX,San Antonio,4301,Broadway,78209,uiw.edu,Private,English,1881
UNIVERSITY_ST_THOMAS_TX,University of St. Thomas,USA,TX,Houston,3800,Montrose Blvd,77006,stthom.edu,Private,English,1947
WAYLAND_BAPTIST,Wayland Baptist University,USA,TX,Plainview,1900,West 7th St,79072,wbu.edu,Private,English,1908
NOVA_SOUTHEASTERN,Nova Southeastern University,USA,FL,Davie,3301,College Ave,33314,nova.edu,Private,English,1964
BARRY,Barry University,USA,FL,Miami Shores,11300,Northeast 2nd Ave,33161,barry.edu,Private,English,1940
LYNN,Lynn University,USA,FL,Boca Raton,3601,North Military Trl,33431,lynn.edu,Private,English,1962
PALM_BEACH_ATLANTIC,Palm Beach Atlantic University,USA,FL,West Palm Beach,901,South Flagler Dr,33416,pba.edu,Private,English,1968
SAINT_LEO,Saint Leo University,USA,FL,Saint Leo,33701,State Road 52,33574,saintleo.edu,Private,English,1889
SAINT_THOMAS_FL,St. Thomas University,USA,FL,Miami Gardens,16401,Northwest 37th Ave,33054,stu.edu,Private,English,1961
FLORIDA_INSTITUTE_TECH,Florida Institute of Technology,USA,FL,Melbourne,150,West University Blvd,32901,fit.edu,Private,English,1958
EMBRY_RIDDLE,Embry-Riddle Aeronautical University,USA,FL,Daytona Beach,1,Aerospace Blvd,32114,erau.edu,Private,English,1926
FLORIDA_TECH_MELBOURNE,Florida Institute of Technology,USA,FL,Melbourne,150,West University Blvd,32901,fit.edu,Private,English,1958
KEISER,Keiser University,USA,FL,Fort Lauderdale,1500,Northwest 49th St,33309,keiseruniversity.edu,Private,English,1977
LYNN_UNIVERSITY,Lynn University,USA,FL,Boca Raton,3601,North Military Trl,33431,lynn.edu,Private,English,1962
NORTHWOOD_FL,Northwood University,USA,FL,West Palm Beach,2600,North Military Trl,33409,northwood.edu,Private,English,1959
RINGLING,Ringling College of Art and Design,USA,FL,Sarasota,2700,North Tamiami Trl,34234,ringling.edu,Private,English,1931
SOUTHEASTERN,Southeastern University,USA,FL,Lakeland,1000,Longfellow Blvd,33801,seu.edu,Private,English,1935
WARNER,Warner University,USA,FL,Lake Wales,13895,Highway 27,33859,warner.edu,Private,English,1968
WEBBER,Webber International University,USA,FL,Babson Park,1201,North Scenic Hwy,33827,webber.edu,Private,English,1927
FLORIDA_SOUTHERN,Florida Southern College,USA,FL,Lakeland,111,Lake Hollingsworth Dr,33801,flsouthern.edu,Private,English,1883
ECKERD,Eckerd College,USA,FL,St. Petersburg,4200,54th Ave South,33711,eckerd.edu,Private,English,1958
FLAGLER,Flagler College,USA,FL,St. Augustine,74,King St,32084,flagler.edu,Private,English,1968
FLORIDA_AGRICULTURAL,Florida Agricultural and Mechanical University,USA,FL,Tallahassee,1601,South Martin Luther King Jr Blvd,32307,famu.edu,Public,English,1887
FLORIDA_ATLANTIC,Florida Atlantic University,USA,FL,Boca Raton,777,Glades Rd,33431,fau.edu,Public,English,1961
FLORIDA_GULF_COAST,Florida Gulf Coast University,USA,FL,Fort Myers,10501,FGCU Blvd South,33965,fgcu.edu,Public,English,1991
FLORIDA_INTERNATIONAL,Florida International University,USA,FL,Miami,11200,Southwest 8th St,33199,fiu.edu,Public,English,1965
FLORIDA_POLYTECHNIC,Florida Polytechnic University,USA,FL,Lakeland,4700,Research Way,33805,floridapoly.edu,Public,English,2012
NEW_COLLEGE_FL,New College of Florida,USA,FL,Sarasota,5800,Bay Shore Rd,34243,ncf.edu,Public,English,1960
UNIVERSITY_WEST_FLORIDA,University of West Florida,USA,FL,Pensacola,11000,University Pkwy,32514,uwf.edu,Public,English,1963
UNIVERSITY_SOUTH_FLORIDA,University of South Florida,USA,FL,Tampa,4202,East Fowler Ave,33620,usf.edu,Public,English,1956
BINGHAMTON,Binghamton University,USA,NY,Binghamton,4400,Vestal Pkwy East,13902,binghamton.edu,Public,English,1946
BUFFALO_STATE,Buffalo State College,USA,NY,Buffalo,1300,Elmwood Ave,14222,buffalostate.edu,Public,English,1871
CORTLAND,SUNY Cortland,USA,NY,Cortland,1,Prospect Ter,13045,cortland.edu,Public,English,1868
FREDONIA,SUNY Fredonia,USA,NY,Fredonia,280,Central Ave,14063,fredonia.edu,Public,English,1826
