faculty_id,name,first_name,last_name,middle_names,other_name,degree,all_degrees_and_inst,all_degrees_only,research_areas,university_code,university,faculty,department,other_depts,primary_aff,membership,canada_research_chair,director,position,,full_time,adjunct,uni_email,other_email,uni_page,website,misc,twitter,phone,fax,gscholar,scopus,wos,orcid,researchgate,academicedu,linkedin
,Karim Kurji,Karim,Kurji,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Rafal Kustra,Rafal,Kustra,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Jeff Kwong,Jeff,Kwong,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Robert Kyle,Robert,Kyle,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Lili Lai,Lili,Lai,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Jennifer Lake,Jennifer,Lake,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Yasmin Lalani,Yasmin,Lalani,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Kevin Lam,Kevin,Lam,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Megan Landes,Megan,Landes,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Victoria Landsman,Victoria,Landsman,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Bradley Langford,Bradley,Langford,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Dave Langlois,Dave,Langlois,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Lincoln Lau,Lincoln,Lau,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,James Lavery,James,Lavery,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Susan Law,Susan,Law,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Colin Q​T Lee,Colin,Lee,Q​T,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Julia Lee,Julia,Lee,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Lecturer,,,,,,,,,,,,,,,,,,
,Nelson Lee,Nelson,Lee,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Pamela Leece,Pamela,Leece,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Trudo Lemmens,Trudo,Lemmens,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Karen Leslie,Karen,Leslie,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Fok-​Han Leung,Fok-​Han,Leung,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Marianne Levitsky,Marianne,Levitsky,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Lennon Li,Lennon,Li,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Xuan Li,Xuan,Li,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Amy Liu,Amy,Liu,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Geoffrey Liu,Geoffrey,Liu,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Kuan Liu,Kuan,Liu,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Christopher Lo,Christopher,Lo,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Aisha Lofters,Aisha,Lofters,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Lawrence C Loh,Lawrence,Loh,C,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Jennifer Loo,Jennifer,Loo,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Wendy Lou,Wendy,Lou,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Nikolija Lukich,Nikolija,Lukich,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Renee Felice Lyons,Renee,Lyons,Felice,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Clement Ma,Clement,Ma,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Liane Macdonald,Liane,Macdonald,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ellen MacEachen,Ellen,MacEachen,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Derek MacFadden,Derek,MacFadden,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ann MacGillivray,Ann,MacGillivray,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Elaina MacIntyre,Elaina,MacIntyre,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Kinnon MacKinnon,Kinnon,MacKinnon,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Heather MacNeill,Heather,MacNeill,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Rosanna Macri,Rosanna,Macri,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Lecturer,,,,,,,,,,,,,,,,,,
,Catherine L Mah,Catherine,Mah,L,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Krista Mahoney,Krista,Mahoney,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Jordan Mak,Jordan,Mak,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Heather Manson,Heather,Manson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Katie Marchington,Katie,Marchington,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Lynn Marshall,Lynn,Marshall,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Alexandra Martiniuk,Alexandra,Martiniuk,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Stu Marvel,Stu,Marvel,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Angela Mashford-​Pringle,Angela,Mashford-​Pringle,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Robin Mason,Robin,Mason,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Flora I Matheson,Flora,Matheson,I,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Katerina Maximova,Katerina,Maximova,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Melissa McCradden,Melissa,McCradden,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Maria McDonald,Maria,McDonald,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Peggy McDonough,Peggy,McDonough,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emerita,,,,,,,,,,,,,,,,,,
,Andrew McFadyen,Andrew,McFadyen,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Allison McGeer,Allison,McGeer,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Michael McGillion,Michael,McGillion,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,David McKeown,David,McKeown,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Martin McKneally,Martin,McKneally,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,John R McLaughlin,John,McLaughlin,R,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Amy McPherson,Amy,McPherson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Elspeth McTavish,Elspeth,McTavish,,Pepi,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Gail McVey,Gail,McVey,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Hamidah Meghani,Hamidah,Meghani,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Mehvish Mehrani,Mehvish,Mehrani,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Firdosi Rustom Mehta,Firdosi,Mehta,Rustom,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Cilia Mejia-​Lancheros,Cilia,Mejia-​Lancheros,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ali Merali,Ali,Merali,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Eric M Meslin,Eric,Meslin,M,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Anthony B Miller,Anthony,Miller,B,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Margaret Millson,Margaret,Millson,,Peggy,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emerita,,,,,,,,,,,,,,,,,,
,Simona SM Minotti,Simona,Minotti,SM,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Sharmistha Mishra,Sharmistha,Mishra,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Aya Mitani,Aya,Mitani,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Nicholas Mitsakakis,Nicholas,Mitsakakis,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Rahim Moineddin,Rahim,Moineddin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Tatyana Mollayeva,Tatyana,Mollayeva,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Brent Moloughney,Brent,Moloughney,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Renée Monchalin,Renée,Monchalin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Michael Montess,Michael,Montess,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Joel RK Moody,Joel,Moody,RK,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Fiona Moola,Fiona,Moola,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Dominique Morisano,Dominique,Morisano,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Shaun Morris,Shaun,Morris,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Ian Mosby,Ian,Mosby,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,David L Mowat,David,Mowat,L,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Kate Mulligan,Kate,Mulligan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Carles Muntaner,Carles,Muntaner,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Michelle Murti,Michelle,Murti,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Cameron Mustard,Cameron,Mustard,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Ted Myers,Ted,Myers,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Steven Narod,Steven,Narod,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Miya Narushima,Miya,Narushima,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Christine Navarro,Christine,Navarro,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Marla Nayer,Marla,Nayer,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Ayah Nayfeh,Ayah,Nayfeh,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Sume Ndumbe-​Eyoh,Sume,Ndumbe-​Eyoh,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Radford M Neal,Radford,Neal,M,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Michelle Nelson,Michelle,Nelson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Kataryna Nemethy,Kataryna,Nemethy,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Eric Ng,Eric,Ng,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,"Assistant Professor, Teaching Stream",,,,,,,,,,,,,,,,,,
,Kathryn A Nichol,Kathryn,Nichol,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Rosane Nisenbaum,Rosane,Nisenbaum,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Stephanie A Nixon,Stephanie,Nixon,A,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Onyenyechukwu Nnorom,Onyenyechukwu,Nnorom,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Cameron D Norman,Cameron,Norman,D,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Todd Norwood,Todd,Norwood,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Dr. Dominik Nowak,Dr.,Nowak,Dominik,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Nazik Nurelhuda Suleiman,Nazik,Nurelhuda Suleiman,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Mallory O’Brien,Mallory,O’Brien,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Patricia O’Brien,Patricia,O’Brien,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Patricia O’Campo,Patricia,O’Campo,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Braden O’Neill,Braden,O’Neill,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Ivy Oandasan,Ivy,Oandasan,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Apondi Judith Odhiambo,Apondi,Odhiambo,Judith,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Marianna Ofner,Marianna,Ofner,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Christine Oliver,Christine,Oliver,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Nancy Ondrusek,Nancy,Ondrusek,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,James Orbinski,James,Orbinski,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Christa Orchard,Christa,Orchard,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Aaron Orkin,Aaron,Orkin,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Michael Orsini,Michael,Orsini,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Richard Osborn,Richard,Osborn,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor Emeritus,,,,,,,,,,,,,,,,,,
,Yongdong Ouyang,Yongdong,Ouyang,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Shovita Padhi,Shovita,Padhi,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Barry Pakes,Barry,Pakes,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Denise Paneduro,Denise,Paneduro,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Tony Panzarella,Tony,Panzarella,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Pauline Pariser,Pauline,Pariser,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Alyssa Parpia,Alyssa,Parpia,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Margie Parthimos,Margie,Parthimos,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Harley Pasternak,Harley,Pasternak,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,N/A,,,,,,,,,,,,,,,,,,
,George Pasut,George,Pasut,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Zeenat Patel,Zeenat,Patel,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Andrew Paterson,Andrew,Paterson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Jasmine Pawa,Jasmine,Pawa,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Nazia Peer,Nazia,Peer,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Professor,,,,,,,,,,,,,,,,,,
,Judith Peranson,Judith,Peranson,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Amaya Perez-​Brumer,Amaya,Perez-​Brumer,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Brielle Perl,Brielle,Perl,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,N/A,,,,,,,,,,,,,,,,,,
,Michelle Phoenix,Michelle,Phoenix,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Michelle Phoenix,Michelle,Phoenix,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,N/A,,,,,,,,,,,,,,,,,,
,Andrew Pinto,Andrew,Pinto,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Blake Poland,Blake,Poland,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,Jason D Pole,Jason,Pole,D,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor,,,,,,,,,,,,,,,,,,
,David Edward-​Ooi Poon,David,Poon,Edward-​Ooi,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Svetlana Popova,Svetlana,Popova,,Lana,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,Melanie Poulin-​Costello,Melanie,Poulin-​Costello,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Adjunct Lecturer,,,,,,,,,,,,,,,,,,
,Cheryl Pritlove,Cheryl,Pritlove,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Rachel Prowse,Rachel,Prowse,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Assistant Professor,,,,,,,,,,,,,,,,,,
,Eleanor Pullenayegum,Eleanor,Pullenayegum,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Professor,,,,,,,,,,,,,,,,,,
,James Purdham,James,Purdham,,,,,,,CA-ON-001,University of Toronto,Dalla Lana School of Public Health,,,,,,,Associate Professor Emeritus,,,,,,,,,,,,,,,,,,
